Bets for period:;from 2024-09-30 | 19:00;to 2024-11-11 | 18:59;Number of transactions:;1604;;;;;
1567327967937;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567327851657;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567327770635;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567327694349;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567327571625;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567327535899;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567327420669;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567327386035;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;19.00;PHP;Real money
1567327063909;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567327045081;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;13.00;PHP;Real money
1567326871613;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567326794671;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567326691655;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567326573125;2024-11-10 | 18:37;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567326472969;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567326401341;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567326029615;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567325903109;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567325875163;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;18.00;PHP;Real money
1567325703283;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567325655597;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;52.00;PHP;Real money
1567325387049;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567325317845;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567325283021;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;9.00;PHP;Real money
1567325144157;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567325110735;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;32.00;PHP;Real money
1567324790493;2024-11-10 | 18:36;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567324735455;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;32.00;PHP;Real money
1567324418897;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567324300511;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567324203073;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567324164899;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567324045887;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323931499;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323886029;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567323766333;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323691885;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323596241;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323504809;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323467233;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;20.00;PHP;Real money
1567323288529;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323246963;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567323120921;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567323048065;2024-11-10 | 18:35;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322968903;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322947343;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567322836417;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322807295;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;9.00;PHP;Real money
1567322689313;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322616183;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322545019;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322519941;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;15.00;PHP;Real money
1567322402191;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322324241;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322245619;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322163373;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567322081617;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567321995277;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567321960797;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;19.00;PHP;Real money
1567321709901;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567321635081;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567321549817;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567321493785;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567321374821;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567321295843;2024-11-10 | 18:34;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;325.00;PHP;Real money
1567320512941;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567320443373;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567320278489;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567320156501;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567320086815;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567320043811;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;36.00;PHP;Real money
1567319658459;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567319583305;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567319499097;2024-11-10 | 18:33;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567319423133;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567319347605;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567319305779;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;20.00;PHP;Real money
1567319193605;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567319151405;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567319024721;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567318950381;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567318875289;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567318827763;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;2.00;PHP;Real money
1567318716285;2024-11-10 | 18:32;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567317505361;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567317387045;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567317309367;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567317250351;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;9.00;PHP;Real money
1567317072165;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316993877;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316917319;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316843903;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316782649;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316744789;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;9.00;PHP;Real money
1567316627155;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316555381;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316487097;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316458101;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567316345187;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316321439;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;5.00;PHP;Real money
1567316211743;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316092663;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567316043809;2024-11-10 | 18:31;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;19.00;PHP;Real money
1567315836677;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567315796599;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;12.00;PHP;Real money
1567315620265;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567315590439;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567315479541;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567315444349;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;12.00;PHP;Real money
1567315260843;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567315185583;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567315115385;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567315038487;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567314998613;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;8.00;PHP;Real money
1567314883173;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567314812167;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567314744711;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;29.00;PHP;Real money
1567314425471;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567314402591;2024-11-10 | 18:30;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;12.00;PHP;Real money
1567314217893;2024-11-10 | 18:29;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567314140917;2024-11-10 | 18:29;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567314092645;2024-11-10 | 18:29;1040783017;Slots;Barbara Bang;Yummy Bonanza;Payout;4.00;PHP;Real money
1567314013973;2024-11-10 | 18:29;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567313947329;2024-11-10 | 18:29;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567313880291;2024-11-10 | 18:29;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567313788267;2024-11-10 | 18:29;1040783017;Slots;Barbara Bang;Yummy Bonanza;Bet;10.00;PHP;Real money
1567304725199;2024-11-10 | 18:24;1040783017;Slots;Endorphina;Wild Love;Payout;50.00;PHP;Real money
1567304309813;2024-11-10 | 18:24;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567304230655;2024-11-10 | 18:24;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567304151605;2024-11-10 | 18:24;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567304060419;2024-11-10 | 18:24;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303969687;2024-11-10 | 18:24;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303889277;2024-11-10 | 18:24;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303811147;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303725191;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303643817;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303549325;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303457367;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303370313;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303277973;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303268219;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Payout;5.00;PHP;Real money
1567303184319;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567303091423;2024-11-10 | 18:23;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567301995137;2024-11-10 | 18:22;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567301912261;2024-11-10 | 18:22;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567301785215;2024-11-10 | 18:22;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567301729089;2024-11-10 | 18:22;1040783017;Slots;Endorphina;Wild Love;Payout;10.00;PHP;Real money
1567301552405;2024-11-10 | 18:22;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567299773393;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567299694187;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567299598085;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567299508859;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567299428017;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567299359771;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567299275995;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567299067935;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;15.00;PHP;Real money
1567299066705;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567298872251;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567298871327;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567298806909;2024-11-10 | 18:21;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567297215217;2024-11-10 | 18:20;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567297140915;2024-11-10 | 18:20;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296954995;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567296953675;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296738591;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;25.20;PHP;Real money
1567296614781;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;9.00;PHP;Real money
1567296613347;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296532793;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296444687;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296367779;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296280531;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296170191;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296092817;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567296002369;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295931047;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295841321;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295768087;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295531295;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;36.00;PHP;Real money
1567295530289;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295451387;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295381109;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295305073;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295231321;2024-11-10 | 18:19;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567295025213;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;10.80;PHP;Real money
1567295019365;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567294789297;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;45.00;PHP;Real money
1567294788645;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567294590187;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567294465273;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;43.20;PHP;Real money
1567294464071;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567294263501;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;6.00;PHP;Real money
1567294260293;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293905083;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;75.00;PHP;Real money
1567293904031;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293744911;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;7.20;PHP;Real money
1567293743665;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293669213;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293593553;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293501591;2024-11-10 | 18:18;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293424647;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293352685;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293268381;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293104931;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;10.80;PHP;Real money
1567293103793;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567293021589;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567292821693;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;7.20;PHP;Real money
1567292820895;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567292614725;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;9.60;PHP;Real money
1567292605927;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567292380107;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;9.60;PHP;Real money
1567292379155;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567292244113;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567292165089;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567291906003;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;36.00;PHP;Real money
1567291904637;2024-11-10 | 18:17;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567291450863;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;37.20;PHP;Real money
1567291450013;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567291359165;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567291077821;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;86.40;PHP;Real money
1567290977331;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;43.20;PHP;Real money
1567290867843;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;7.20;PHP;Real money
1567290858731;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567290648609;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;18.00;PHP;Real money
1567290634875;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567290385957;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
